msoa11cd,msoa11nm,Under_16,Age_16_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_64,Age_65_69,Age_70_74,Age_75_79,Age_80_and_over,Age_16_and_over
E02004848,Flamstead End,"1,683","2,491",518,508,593,580,469,353,376,283,317,"6,488"
E02004849,Goffs Oak,"1,227","2,027",411,436,668,600,499,372,384,269,372,"6,038"
E02004850,Cheshunt Coopers Walk,"1,466","2,417",530,523,595,580,458,323,340,259,398,"6,423"
E02004851,Rosedale,"1,188","1,820",425,419,446,410,388,293,315,227,269,"5,012"
E02004852,Cheshunt Central,"1,602","2,688",602,541,584,526,422,336,349,268,508,"6,824"
E02004853,Churchgate,"1,476","2,188",517,466,523,480,420,318,332,231,354,"5,829"
E02004854,Cheshunt South,"1,468","2,632",573,492,595,563,411,323,330,259,487,"6,665"
E02004855,Waltham Cross Town,"1,867","3,199",681,621,575,542,443,287,253,195,255,"7,051"
E02004856,"Markyate, Flamstead & Gaddesden","1,129","1,539",449,453,502,491,397,357,291,189,248,"4,916"
E02004857,Tring West & Long Marston,"1,132","1,782",394,494,515,519,378,319,346,223,390,"5,360"
E02004858,Tring North,"1,067","1,582",354,382,423,408,328,252,257,192,209,"4,387"
E02004859,"Tring East, Wigginton & Aldbury",990,"1,245",345,437,423,480,402,313,378,238,318,"4,579"
E02004860,Woodhall Farm,"1,317","2,164",525,455,416,367,336,283,233,133,106,"5,018"
E02004861,Northchurch & Potten End,978,"1,199",356,411,434,528,435,349,410,289,476,"4,887"
E02004862,Grovehill,"1,794","2,639",698,564,509,473,504,499,418,214,216,"6,734"
E02004863,Highfield,"1,920","2,841",635,555,531,518,410,332,258,220,386,"6,686"
E02004864,Berkhamsted Town,"1,172","1,733",498,577,541,490,428,371,361,257,443,"5,699"
E02004865,Gadebridge & Old Town,"1,080","1,793",426,375,455,458,373,242,222,147,262,"4,753"
E02004866,Warners End,"1,381","2,096",488,442,508,481,447,339,257,190,347,"5,595"
E02004867,Berkhamsted West,"1,591","1,715",552,602,520,457,365,300,352,222,345,"5,430"
E02004868,Maylands & Adeyfield,"1,937","2,708",605,458,424,462,404,294,255,193,354,"6,157"
E02004869,Berkhamsted South,"1,285","1,655",512,548,479,456,330,278,266,200,306,"5,030"
E02004870,Hemel Hempstead Town,"2,438","4,425",956,864,790,749,616,477,380,293,540,"10,090"
E02004871,Chaulden,"1,045","1,721",388,348,394,380,333,255,203,160,252,"4,434"
E02004872,Leverstock Green,"1,487","2,225",570,510,541,543,522,365,396,317,507,"6,496"
E02004873,Boxmoor & Apsley,"2,158","3,758",939,886,816,792,661,499,488,346,450,"9,635"
E02004874,Corner Hall,"1,191","2,046",473,428,452,474,403,312,259,176,248,"5,271"
E02004875,Nash Mills & Bennetts End,"2,447","3,653",881,738,741,683,534,423,383,249,334,"8,619"
E02004876,Bovingdon & Chipperfield,"1,543","3,000",695,741,771,760,645,509,549,467,520,"8,657"
E02004877,Kings Langley,966,"1,543",392,414,406,457,368,272,281,242,417,"4,792"
E02004896,Potters Bar Parkfield,"1,242","2,602",560,527,611,643,518,470,476,418,816,"7,641"
E02004897,Potters Bar Furzefield,"1,346","2,066",523,467,606,502,431,368,392,261,362,"5,978"
E02004898,Potters Bar Oakmere,"1,458","2,630",581,545,583,614,497,450,372,292,420,"6,984"
E02004899,Shenley & South Mimms,"1,227","1,678",414,460,467,455,383,290,327,198,301,"4,973"
E02004900,Radlett,"1,646","2,579",623,695,711,754,574,451,432,362,580,"7,761"
E02004901,Borehamwood Cowley Hill,"2,306","3,546",876,714,731,727,512,384,345,229,335,"8,399"
E02004902,Borehamwood Brookmeadow,"2,072","3,191",800,657,640,550,460,358,354,212,291,"7,513"
E02004903,Bushey North,"1,682","2,699",642,590,600,549,441,296,298,188,306,"6,609"
E02004904,Borehamwood Kenilworth,"1,407","2,267",601,542,511,504,367,294,263,161,209,"5,719"
E02004905,Elstree & Aldenham,"1,329","2,197",531,537,504,540,448,361,362,241,392,"6,113"
E02004906,Borehamwood Hillside,"2,584","4,031","1,026",904,730,740,575,453,406,271,366,"9,502"
E02004907,Bushey Central,"2,150","3,310",890,849,805,814,673,514,575,435,562,"9,427"
E02004908,Bushey Heath,"2,026","2,893",770,828,797,759,625,557,612,590,956,"9,387"
E02004909,Royston North & Central,"1,123","1,933",438,409,403,341,337,251,269,168,256,"4,805"
E02004910,"Royston South, West & East","2,227","3,486",897,811,830,755,638,606,782,513,661,"9,979"
E02004911,Letchworth Grange,"1,375","2,011",509,445,466,501,390,364,289,220,428,"5,623"
E02004912,Baldock,"1,882","3,204",779,832,827,883,719,525,484,370,623,"9,246"
E02004913,"Great Ashby, Ashwell & Barley","3,090","4,208","1,174","1,264","1,214","1,197",944,773,715,528,679,"12,696"
E02004914,Letchworth East,"1,718","2,645",656,599,582,550,411,360,371,248,374,"6,796"
E02004915,Letchworth Wilbury,"1,113","1,781",385,439,465,415,303,247,244,211,281,"4,771"
E02004916,Letchworth South West,"1,441","2,126",524,595,570,577,452,400,500,377,601,"6,722"
E02004917,Letchworth South East,"1,169","1,805",420,418,463,496,408,356,440,309,464,"5,579"
E02004918,Hitchin Bearton,"1,585","3,051",759,680,621,554,416,324,252,187,297,"7,141"
E02004919,Hitchin Walsworth,"1,630","2,447",653,617,559,494,458,363,344,257,307,"6,499"
E02004920,Hitchin Town & West,"2,203","3,271",815,879,856,854,663,561,598,447,868,"9,812"
E02004921,Hitchin Highbury,"1,633","2,176",705,706,572,523,433,348,364,305,484,"6,616"
E02004922,"Ickleford, Great Offley & Whitwell","1,882","2,568",667,733,768,951,709,579,629,485,524,"8,613"
E02004923,"Knebworth, Codicote & Kimpton","1,947","2,819",675,706,826,852,816,644,618,462,747,"9,165"
E02004956,Abbots Langley,"1,669","2,684",632,695,730,742,543,476,465,371,493,"7,831"
E02004957,Leavesden & Garston Manor,"2,544","3,371",908,887,838,809,613,470,454,299,302,"8,951"
E02004958,Croxley North & Sarratt,"1,555","2,106",585,576,614,672,543,414,431,309,468,"6,718"
E02004959,Rickmansworth North & Loudwater,"1,077","1,797",479,478,518,513,443,338,354,258,605,"5,783"
E02004960,Chorleywood,"1,170","1,438",410,536,539,483,374,302,313,244,357,"4,996"
E02004961,Croxley Green,"2,041","2,707",881,797,818,738,617,484,492,313,501,"8,348"
E02004962,Rickmansworth West,"1,870","2,753",721,752,764,736,504,400,416,318,476,"7,840"
E02004963,Oxhey Hall & Hayling,"1,718","2,554",610,584,566,538,424,365,332,208,256,"6,437"
E02004964,"Mill End, Heronsgate & Maple Cross","1,236","1,740",441,444,447,407,367,261,263,188,247,"4,805"
E02004965,Carpenders Park,"1,328","2,082",573,501,514,491,418,355,413,386,517,"6,250"
E02004966,Moor Park & Batchworth,"1,239","2,797",839,826,783,686,534,500,492,357,556,"8,370"
E02004967,South Oxhey,"1,719","2,761",683,600,563,526,430,309,234,147,250,"6,503"
E02004968,Woodside & Leavesden Green,"1,685","2,515",606,587,590,519,423,300,312,218,295,"6,365"
E02004969,Stanborough,"1,509","2,452",561,587,609,593,461,330,268,242,334,"6,437"
E02004970,Garston,"2,011","2,858",760,628,608,550,450,371,325,244,392,"7,186"
E02004971,Leggatts,"2,062","3,177",822,691,577,541,409,292,241,215,279,"7,244"
E02004972,Tudor,"1,250","1,944",592,471,463,408,381,333,272,213,275,"5,352"
E02004973,North Watford,"1,887","3,821",829,691,604,499,359,247,220,95,140,"7,505"
E02004974,Nascot Wood,"1,872","3,166",859,681,605,569,464,358,404,306,545,"7,957"
E02004975,Cassiobury,"1,701","2,618",661,710,674,580,440,366,371,286,391,"7,097"
E02004976,Central Watford,"2,164","5,810","1,263",928,750,584,461,275,239,168,247,"10,725"
E02004977,West Watford,"2,223","4,495","1,031",918,756,568,405,271,208,144,187,"8,983"
E02004978,Holywell,"2,464","4,531","1,102",819,724,574,412,349,247,191,330,"9,279"
E02004979,Oxhey,"1,427","2,475",607,562,602,490,429,383,345,239,270,"6,402"
E02005503,"Bawdeswell, Swanton Morley & North Elmham","1,256","1,959",375,495,502,590,547,539,556,422,538,"6,523"
E02005504,"Whissonsett, Litcham & Narborough","1,426","1,967",418,547,736,802,755,694,768,612,705,"8,004"
E02005505,Dereham North & Neatherd,"1,344","2,025",428,472,579,518,464,444,490,421,650,"6,491"
E02005506,"Dereham West, Necton & Gressenhall","1,097","1,697",345,442,528,585,521,512,545,402,493,"6,070"
E02005507,Dereham Central & Toftwood,"2,011","3,234",723,747,852,788,655,668,753,609,803,"9,832"
E02005508,"Hockering, Mattishall & Cranworth","1,084","1,710",396,439,581,672,546,561,630,438,465,"6,438"
E02005509,Swaffham,"1,319","2,050",396,474,494,581,626,648,701,591,899,"7,460"
E02005510,"Shipdham, Bradenham & Saham Toney","1,005","1,583",334,405,530,620,595,601,671,518,578,"6,435"
E02005511,Watton,"1,335","2,524",481,501,624,631,560,538,702,560,778,"7,899"
E02005512,"Wayland, Ellingham & Great Hockham","1,669","3,083",664,673,749,777,705,597,640,380,423,"8,691"
E02005513,Attleborough,"1,855","3,222",643,658,770,751,603,575,653,536,684,"9,095"
E02005514,"Mundford, Weeting & Forest","1,006","1,420",324,420,519,629,558,476,590,383,431,"5,750"
E02005515,Buckenhams & Snetterton,"1,085","1,608",390,440,540,569,461,443,407,297,426,"5,581"
E02005516,"East Harling, Garboldisham & Kenninghall","1,143","1,680",394,410,550,616,501,526,589,353,484,"6,103"
E02005517,Thetford North,"1,543","2,615",529,460,486,408,342,251,231,149,194,"5,665"
E02005518,Thetford Central & East,"2,032","3,988",813,771,821,808,662,518,530,364,581,"9,856"
E02005519,Thetford South,"2,044","3,430",677,632,662,612,529,384,351,252,383,"7,912"
E02005520,Aylsham,"1,469","2,106",469,520,634,612,611,598,788,569,738,"7,645"
E02005521,"Reepham, Cawston & Lenwade","1,321","2,018",464,594,736,762,657,623,708,457,513,"7,532"
E02005522,"Coltishall, Buxton & Frettenham",871,"1,310",358,395,429,451,415,395,402,294,371,"4,820"
E02005523,"Horsford, Hainford & Hevingham","1,543","2,333",544,562,741,670,547,513,518,338,378,"7,144"
E02005524,Spixworth & St Faiths,802,"1,297",288,345,420,439,414,376,422,308,388,"4,697"
E02005525,Taverham,"1,647","2,651",613,712,843,771,598,556,574,483,637,"8,438"
E02005526,Drayton & Thorpe Marriott,960,"1,392",334,400,478,415,334,320,353,257,461,"4,744"
E02005527,"Wroxham, Rackheath & the Plumsteads","1,623","2,330",531,626,679,677,595,516,618,472,702,"7,746"
E02005528,Old Catton,"1,380","2,286",553,568,605,630,539,479,581,442,607,"7,290"
E02005529,Hellesdon North West,812,"1,431",291,330,441,436,429,396,462,352,656,"5,224"
E02005530,Hellesdon South East,871,"1,537",352,370,411,416,368,309,334,316,435,"4,848"
E02005531,Sprowston Central,879,"1,482",363,331,419,407,397,318,341,248,409,"4,715"
E02005532,Sprowston East,"1,566","2,604",549,539,557,586,539,519,653,470,752,"7,768"
E02005533,"Blofield, Lingwood & Upton","1,510","2,088",522,651,641,731,658,637,706,557,638,"7,829"
E02005534,Thorpe St Andrew North,"1,094","1,779",447,551,576,632,542,496,476,405,618,"6,522"
E02005535,Thorpe St Andrew South & Dussindale,"1,276","1,969",533,600,587,544,451,395,393,233,435,"6,140"
E02005536,Brundall & Cantley,993,"1,497",345,411,511,535,446,464,499,376,502,"5,586"
E02005537,Acle & Reedham,909,"1,421",300,361,461,506,446,392,472,351,499,"5,209"
E02005538,Hemsby & Ormesby,"1,258","2,150",433,547,785,840,887,882,892,673,720,"8,809"
E02005539,"Fleggburgh, Rollesby & Martham","1,180","1,814",406,466,649,700,647,631,693,522,523,"7,051"
E02005540,Caister on Sea,"1,179","2,011",459,492,685,698,713,695,839,678,813,"8,083"
E02005541,Yarmouth North,"1,130","1,859",342,435,434,454,415,359,378,325,419,"5,420"
E02005542,Yarmouth Central & Northgate,"1,609","3,273",578,572,666,619,457,364,347,217,268,"7,361"
E02005543,Yarmouth Parade,"2,400","4,369",891,856,865,751,542,414,334,243,290,"9,555"
E02005544,Southtown & Cobholm,"1,728","2,787",517,467,555,521,398,319,293,208,215,"6,280"
E02005545,Bradwell North,"1,020","1,647",387,411,445,502,429,450,551,408,505,"5,735"
E02005546,Gorleston North,"1,580","2,560",463,477,576,570,505,448,470,334,428,"6,831"
E02005547,Gorleston South & Beach,"1,468","2,509",572,600,597,651,596,526,535,417,627,"7,630"
E02005548,Gorleston West,"1,539","2,438",432,452,515,491,422,398,413,310,515,"6,386"
E02005549,Belton,817,"1,313",291,353,395,512,487,445,512,347,352,"5,007"
