Area_Code,Area_Name,Week_number,Setting,Deaths
E07000224,Arun,31,Hospital,14
E07000224,Arun,31,Other communal establishment,0
E07000224,Arun,32,Care home,9
E07000224,Arun,32,Elsewhere,2
E07000224,Arun,32,Home,5
E07000224,Arun,32,Hospice,3
E07000224,Arun,32,Hospital,12
E07000224,Arun,32,Other communal establishment,0
E07000224,Arun,33,Care home,9
E07000224,Arun,33,Elsewhere,0
E07000224,Arun,33,Home,11
E07000224,Arun,33,Hospice,3
E07000224,Arun,33,Hospital,12
E07000224,Arun,33,Other communal establishment,0
E07000224,Arun,34,Care home,11
E07000224,Arun,34,Elsewhere,0
E07000224,Arun,34,Home,8
E07000224,Arun,34,Hospice,5
E07000224,Arun,34,Hospital,18
E07000224,Arun,34,Other communal establishment,0
E07000224,Arun,35,Care home,8
E07000224,Arun,35,Elsewhere,0
E07000224,Arun,35,Home,8
E07000224,Arun,35,Hospice,4
E07000224,Arun,35,Hospital,13
E07000224,Arun,35,Other communal establishment,0
E07000224,Arun,36,Care home,11
E07000224,Arun,36,Elsewhere,1
E07000224,Arun,36,Home,9
E07000224,Arun,36,Hospice,4
E07000224,Arun,36,Hospital,14
E07000224,Arun,36,Other communal establishment,0
E07000224,Arun,37,Care home,12
E07000224,Arun,37,Elsewhere,1
E07000224,Arun,37,Home,9
E07000224,Arun,37,Hospice,3
E07000224,Arun,37,Hospital,13
E07000224,Arun,37,Other communal establishment,0
E07000224,Arun,38,Care home,9
E07000224,Arun,38,Elsewhere,1
E07000224,Arun,38,Home,8
E07000224,Arun,38,Hospice,4
E07000224,Arun,38,Hospital,13
E07000224,Arun,38,Other communal establishment,0
E07000224,Arun,39,Care home,12
E07000224,Arun,39,Elsewhere,1
E07000224,Arun,39,Home,8
E07000224,Arun,39,Hospice,3
E07000224,Arun,39,Hospital,15
E07000224,Arun,39,Other communal establishment,0
E07000224,Arun,40,Care home,12
E07000224,Arun,40,Elsewhere,1
E07000224,Arun,40,Home,9
E07000224,Arun,40,Hospice,2
E07000224,Arun,40,Hospital,16
E07000224,Arun,40,Other communal establishment,0
E07000224,Arun,41,Care home,12
E07000224,Arun,41,Elsewhere,1
E07000224,Arun,41,Home,8
E07000224,Arun,41,Hospice,2
E07000224,Arun,41,Hospital,15
E07000224,Arun,41,Other communal establishment,0
E07000224,Arun,42,Care home,8
E07000224,Arun,42,Elsewhere,1
E07000224,Arun,42,Home,9
E07000224,Arun,42,Hospice,2
E07000224,Arun,42,Hospital,15
E07000224,Arun,42,Other communal establishment,0
E07000224,Arun,43,Care home,9
E07000224,Arun,43,Elsewhere,0
E07000224,Arun,43,Home,10
E07000224,Arun,43,Hospice,3
E07000224,Arun,43,Hospital,17
E07000224,Arun,43,Other communal establishment,0
E07000224,Arun,44,Care home,13
E07000224,Arun,44,Elsewhere,1
E07000224,Arun,44,Home,10
E07000224,Arun,44,Hospice,4
E07000224,Arun,44,Hospital,20
E07000224,Arun,44,Other communal establishment,0
E07000224,Arun,45,Care home,14
E07000224,Arun,45,Elsewhere,1
E07000224,Arun,45,Home,11
E07000224,Arun,45,Hospice,3
E07000224,Arun,45,Hospital,13
E07000224,Arun,45,Other communal establishment,0
E07000224,Arun,46,Care home,11
E07000224,Arun,46,Elsewhere,1
E07000224,Arun,46,Home,10
E07000224,Arun,46,Hospice,4
E07000224,Arun,46,Hospital,19
E07000224,Arun,46,Other communal establishment,0
E07000224,Arun,47,Care home,13
E07000224,Arun,47,Elsewhere,1
E07000224,Arun,47,Home,10
E07000224,Arun,47,Hospice,4
E07000224,Arun,47,Hospital,18
E07000224,Arun,47,Other communal establishment,0
E07000224,Arun,48,Care home,11
E07000224,Arun,48,Elsewhere,1
E07000224,Arun,48,Home,12
E07000224,Arun,48,Hospice,3
E07000224,Arun,48,Hospital,15
E07000224,Arun,48,Other communal establishment,0
E07000224,Arun,49,Care home,9
E07000224,Arun,49,Elsewhere,1
E07000224,Arun,49,Home,9
E07000224,Arun,49,Hospice,3
E07000224,Arun,49,Hospital,15
E07000224,Arun,49,Other communal establishment,0
E07000224,Arun,50,Care home,13
E07000224,Arun,50,Elsewhere,1
E07000224,Arun,50,Home,10
E07000224,Arun,50,Hospice,4
E07000224,Arun,50,Hospital,15
E07000224,Arun,50,Other communal establishment,0
E07000224,Arun,51,Care home,15
E07000224,Arun,51,Elsewhere,1
E07000224,Arun,51,Home,10
E07000224,Arun,51,Hospice,4
E07000224,Arun,51,Hospital,21
E07000224,Arun,51,Other communal establishment,0
E07000224,Arun,52,Care home,8
E07000224,Arun,52,Elsewhere,0
E07000224,Arun,52,Home,6
E07000224,Arun,52,Hospice,3
E07000224,Arun,52,Hospital,12
E07000224,Arun,52,Other communal establishment,0
E07000225,Chichester,1,Care home,11
E07000225,Chichester,1,Elsewhere,0
E07000225,Chichester,1,Home,9
E07000225,Chichester,1,Hospice,3
E07000225,Chichester,1,Hospital,15
E07000225,Chichester,1,Other communal establishment,0
E07000225,Chichester,2,Care home,14
E07000225,Chichester,2,Elsewhere,1
E07000225,Chichester,2,Home,8
E07000225,Chichester,2,Hospice,1
E07000225,Chichester,2,Hospital,17
E07000225,Chichester,2,Other communal establishment,0
E07000225,Chichester,3,Care home,14
E07000225,Chichester,3,Elsewhere,0
E07000225,Chichester,3,Home,9
E07000225,Chichester,3,Hospice,2
E07000225,Chichester,3,Hospital,16
E07000225,Chichester,3,Other communal establishment,0
E07000225,Chichester,4,Care home,13
E07000225,Chichester,4,Elsewhere,1
E07000225,Chichester,4,Home,9
E07000225,Chichester,4,Hospice,2
E07000225,Chichester,4,Hospital,12
E07000225,Chichester,4,Other communal establishment,0
E07000225,Chichester,5,Care home,14
E07000225,Chichester,5,Elsewhere,0
E07000225,Chichester,5,Home,7
E07000225,Chichester,5,Hospice,3
E07000225,Chichester,5,Hospital,13
E07000225,Chichester,5,Other communal establishment,0
E07000225,Chichester,6,Care home,12
E07000225,Chichester,6,Elsewhere,0
E07000225,Chichester,6,Home,6
E07000225,Chichester,6,Hospice,3
E07000225,Chichester,6,Hospital,14
E07000225,Chichester,6,Other communal establishment,0
E07000225,Chichester,7,Care home,9
E07000225,Chichester,7,Elsewhere,0
E07000225,Chichester,7,Home,7
E07000225,Chichester,7,Hospice,1
E07000225,Chichester,7,Hospital,13
E07000225,Chichester,7,Other communal establishment,0
E07000225,Chichester,8,Care home,10
E07000225,Chichester,8,Elsewhere,1
E07000225,Chichester,8,Home,6
E07000225,Chichester,8,Hospice,1
E07000225,Chichester,8,Hospital,12
E07000225,Chichester,8,Other communal establishment,0
E07000225,Chichester,9,Care home,13
E07000225,Chichester,9,Elsewhere,0
E07000225,Chichester,9,Home,6
E07000225,Chichester,9,Hospice,2
E07000225,Chichester,9,Hospital,11
E07000225,Chichester,9,Other communal establishment,0
E07000225,Chichester,10,Care home,10
E07000225,Chichester,10,Elsewhere,2
E07000225,Chichester,10,Home,6
E07000225,Chichester,10,Hospice,1
E07000225,Chichester,10,Hospital,9
E07000225,Chichester,10,Other communal establishment,0
E07000225,Chichester,11,Care home,10
E07000225,Chichester,11,Elsewhere,1
E07000225,Chichester,11,Home,7
E07000225,Chichester,11,Hospice,1
E07000225,Chichester,11,Hospital,11
E07000225,Chichester,11,Other communal establishment,0
E07000225,Chichester,12,Care home,9
E07000225,Chichester,12,Elsewhere,0
E07000225,Chichester,12,Home,5
E07000225,Chichester,12,Hospice,2
E07000225,Chichester,12,Hospital,13
E07000225,Chichester,12,Other communal establishment,0
E07000225,Chichester,13,Care home,9
E07000225,Chichester,13,Elsewhere,0
E07000225,Chichester,13,Home,6
E07000225,Chichester,13,Hospice,2
E07000225,Chichester,13,Hospital,12
E07000225,Chichester,13,Other communal establishment,0
E07000225,Chichester,14,Care home,9
E07000225,Chichester,14,Elsewhere,1
E07000225,Chichester,14,Home,7
E07000225,Chichester,14,Hospice,2
E07000225,Chichester,14,Hospital,12
E07000225,Chichester,14,Other communal establishment,0
E07000225,Chichester,15,Care home,6
E07000225,Chichester,15,Elsewhere,1
E07000225,Chichester,15,Home,6
E07000225,Chichester,15,Hospice,2
E07000225,Chichester,15,Hospital,12
E07000225,Chichester,15,Other communal establishment,0
E07000225,Chichester,16,Care home,10
E07000225,Chichester,16,Elsewhere,1
E07000225,Chichester,16,Home,6
E07000225,Chichester,16,Hospice,2
E07000225,Chichester,16,Hospital,11
E07000225,Chichester,16,Other communal establishment,0
E07000225,Chichester,17,Care home,10
E07000225,Chichester,17,Elsewhere,1
E07000225,Chichester,17,Home,9
E07000225,Chichester,17,Hospice,2
E07000225,Chichester,17,Hospital,10
E07000225,Chichester,17,Other communal establishment,0
E07000225,Chichester,18,Care home,9
E07000225,Chichester,18,Elsewhere,0
E07000225,Chichester,18,Home,5
E07000225,Chichester,18,Hospice,2
E07000225,Chichester,18,Hospital,12
E07000225,Chichester,18,Other communal establishment,0
E07000225,Chichester,19,Care home,10
E07000225,Chichester,19,Elsewhere,0
E07000225,Chichester,19,Home,5
E07000225,Chichester,19,Hospice,2
E07000225,Chichester,19,Hospital,12
E07000225,Chichester,19,Other communal establishment,0
E07000225,Chichester,20,Care home,10
E07000225,Chichester,20,Elsewhere,1
E07000225,Chichester,20,Home,8
E07000225,Chichester,20,Hospice,2
E07000225,Chichester,20,Hospital,7
E07000225,Chichester,20,Other communal establishment,0
E07000225,Chichester,21,Care home,9
E07000225,Chichester,21,Elsewhere,0
E07000225,Chichester,21,Home,6
E07000225,Chichester,21,Hospice,2
E07000225,Chichester,21,Hospital,9
E07000225,Chichester,21,Other communal establishment,0
E07000225,Chichester,22,Care home,8
E07000225,Chichester,22,Elsewhere,1
E07000225,Chichester,22,Home,6
